Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Ireland Limited
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"July 28, 2025 - January 15, 2026"
Statement,Data,WhenGenerated,"2026-01-16, 08:35:29 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account,U20993660
Account Information,Data,Master Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account Type,Institution Client
Account Information,Data,Customer Type,Partnership
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,0,1757.53447913,0,1757.53447913,1757.53447913
Net Asset Value,Data,Stock,0,328605.28,0,328605.28,328605.28
Net Asset Value,Data,Dividend Accruals,0,116.53,0,116.53,116.53
Net Asset Value,Data,Total,0,330479.34447913,0,330479.34447913,330479.34447913
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,10.159781493%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,0
Change in NAV,Data,Mark-to-Market,28207.5789
Change in NAV,Data,Deposits & Withdrawals,300000
Change in NAV,Data,Dividends,432.26
Change in NAV,Data,Withholding Tax,-61.7
Change in NAV,Data,Change in Dividend Accruals,116.52
Change in NAV,Data,Interest,2696.81
Change in NAV,Data,Other Fees,-1.08
Change in NAV,Data,Commissions,-899.54435387
Change in NAV,Data,Transaction Fees,-11.510067
Change in NAV,Data,Other FX Translations,0.01
Change in NAV,Data,Ending Value,330479.34447913
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Trades,Data,Order,Stocks,USD,MRVL,"2025-09-15, 15:57:41",22,67.415,67.43,-1483.13,-1.000484,1484.130484,0,0.33,O
Trades,Data,Order,Stocks,USD,MRVL,"2025-09-16, 09:55:44",-1,68.135,68.86,68.135,-0.681538,-67.460477,-0.007015,-0.725,C
Trades,Data,Order,Stocks,USD,MRVL,"2025-10-06, 09:51:46",1,89.75,88.92,-89.75,-0.897522,90.647522,0,-0.83,O
Trades,Data,Order,Stocks,USD,MRVL,"2025-10-08, 10:54:24",-6,89.3214,92.5,535.9284,-1.001128,-404.762859,130.164413,-19.0716,C;IA
Trades,Data,Order,Stocks,USD,MRVL,"2025-10-09, 09:30:01",-6,92,90.68,552,-1.001128,-404.762859,146.236013,7.92,C
Trades,Data,Order,Stocks,USD,MRVL,"2025-11-13, 12:04:35",7,87.315,87.52,-611.205,-1.000154,612.205154,0,1.435,O
Trades,Data,Order,Stocks,USD,MRVL,"2025-11-14, 09:43:22",6,85.9495,86.45,-515.697,-1.000132,516.697132,0,3.003,O
Trades,Data,Order,Stocks,USD,MRVL,"2025-12-15, 09:32:01",14,85.35,84.26,-1194.9,-1,1195.9,0,-15.26,O
Trades,Data,Order,Stocks,USD,MRVL,"2026-01-12, 09:40:45",2,82.93,82.89,-165.86,-1,166.86,0,-0.08,O
Trades,SubTotal,,Stocks,USD,MRVL,,39,,,-2904.4786,-8.582086,3189.454097,276.393411,-23.2786,
Trades,Data,Order,Stocks,USD,MSFT,"2025-09-08, 09:30:01",13,498.32,498.2,-6478.16,-1.000286,6479.160286,0,-1.56,O
Trades,Data,Order,Stocks,USD,MSFT,"2025-09-08, 09:30:01",13,498.32,498.2,-6478.16,-1.000286,6479.160286,0,-1.56,O
Trades,Data,Order,Stocks,USD,MSFT,"2025-09-15, 15:56:07",-6,514.46,515.36,3086.76,-1.001128,-2990.38167,95.377202,-5.4,C
Trades,Data,Order,Stocks,USD,MSFT,"2025-09-16, 09:55:27",3,512.3965,509.04,-1537.1895,-1.000066,1538.189566,0,-10.0695,IA;O
Trades,Data,Order,Stocks,USD,MSFT,"2025-10-06, 09:51:02",20,522.69,528.57,-10453.8,-1.00044,10454.80044,0,117.6,O
Trades,Data,Order,Stocks,USD,MSFT,"2025-10-08, 09:56:48",-5,526.3229,524.85,2631.6145,-1.00094,-2491.984726,138.628834,7.3645,C;IA
Trades,Data,Order,Stocks,USD,MSFT,"2025-10-08, 10:20:11",-8,525.29,524.85,4202.32,-1.001504,-3987.17556,214.142936,3.52,C
Trades,Data,Order,Stocks,USD,MSFT,"2025-10-08, 10:53:06",-13,524.925,524.85,6824.025,-1.002444,-6595.188248,227.834309,0.975,C
Trades,Data,Order,Stocks,USD,MSFT,"2025-10-09, 09:30:01",-5,522.19,522.4,2610.95,-1.00094,-2613.70011,-3.75105,-1.05,C
Trades,Data,Order,Stocks,USD,MSFT,"2025-11-13, 12:03:04",5,508.17,503.29,-2540.85,-1.00011,2541.85011,0,-24.4,O
Trades,Data,Order,Stocks,USD,MSFT,"2025-11-14, 09:42:39",28,500.905,510.18,-14025.34,-1.000616,14026.340616,0,259.7,IA;O
Trades,Data,Order,Stocks,USD,MSFT,"2025-11-28, 09:55:50",1,491.6,492.01,-491.6,-1.000022,492.600022,0,0.41,O
Trades,Data,Order,Stocks,USD,MSFT,"2025-12-08, 09:48:42",-20,488.1,491.02,9762,-1.00332,-10317.552583,-556.555903,-58.4,C
Trades,Data,Order,Stocks,USD,MSFT,"2025-12-15, 09:30:14",10,480.255,474.82,-4802.55,-1,4803.55,0,-54.35,O
Trades,SubTotal,,Stocks,USD,MSFT,,36,,,-17689.98,-14.012102,17819.668429,115.676328,232.78,
Trades,Data,Order,Stocks,USD,MU,"2025-09-08, 09:30:01",3,130.6,131.46,-391.8,-1.000066,392.800066,0,2.58,O
Trades,Data,Order,Stocks,USD,MU,"2025-09-08, 09:30:01",3,130.6,131.46,-391.8,-1.000066,392.800066,0,2.58,O
Trades,Data,Order,Stocks,USD,MU,"2025-09-15, 15:56:52",9,157.505,157.77,-1417.545,-1.000198,1418.545198,0,2.385,O
Trades,Data,Order,Stocks,USD,MU,"2025-10-06, 09:51:24",1,199.82,190.96,-199.82,-1.000022,200.820022,0,-8.86,O
Trades,Data,Order,Stocks,USD,MU,"2025-10-08, 10:53:40",-4,193.715,196.54,774.86,-1.000752,-523.733421,250.125827,-11.3,C
Trades,Data,Order,Stocks,USD,MU,"2025-10-09, 09:30:00",-4,192.62,192.33,770.48,-1.000752,-577.098977,192.380271,1.16,C
Trades,Data,Order,Stocks,USD,MU,"2025-11-13, 12:03:51",2,236.655,236.95,-473.31,-1.000044,474.310044,0,0.59,IA;O
Trades,Data,Order,Stocks,USD,MU,"2025-11-14, 09:42:59",3,242.03,246.83,-726.09,-1.000066,727.090066,0,14.4,O
Trades,Data,Order,Stocks,USD,MU,"2025-12-08, 09:48:58",1,245.3,246.92,-245.3,-1,246.3,0,1.62,O
Trades,Data,Order,Stocks,USD,MU,"2025-12-15, 09:31:03",7,248.89,237.5,-1742.23,-1,1743.23,0,-79.73,O
Trades,Data,Order,Stocks,USD,MU,"2026-01-12, 09:40:27",-6,346.37,345.87,2078.22,-1.00117,-945.696799,1131.522031,3,C
Trades,SubTotal,,Stocks,USD,MU,,15,,,-1964.335,-11.003136,3549.366265,1574.028129,-71.575,
Trades,Data,Order,Stocks,USD,NBIX,"2025-09-15, 15:57:54",5,140.515,140.44,-702.575,-1.00011,703.57511,0,-0.375,O
Trades,Data,Order,Stocks,USD,NBIX,"2025-10-06, 09:51:53",2,136.95,139.43,-273.9,-1.000044,274.900044,0,4.96,O
Trades,Data,Order,Stocks,USD,NBIX,"2025-10-08, 10:54:35",-2,138.24,139.08,276.48,-1.000376,-281.430044,-5.95042,-1.68,C
Trades,Data,Order,Stocks,USD,NBIX,"2025-10-09, 09:30:00",-2,139.94,138.47,279.88,-1.000376,-281.430044,-2.55042,2.94,C
Trades,Data,Order,Stocks,USD,NBIX,"2025-11-13, 12:04:45",2,145.94,144.165,-291.88,-1.000044,292.880044,0,-3.55,O
Trades,Data,Order,Stocks,USD,NBIX,"2025-11-14, 09:43:32",1,143.6,144.86,-143.6,-1.000022,144.600022,0,1.26,O
Trades,Data,Order,Stocks,USD,NBIX,"2025-12-15, 09:32:14",4,152.98,154.06,-611.92,-1,612.92,0,4.32,O
Trades,Data,Order,Stocks,USD,NBIX,"2026-01-12, 09:40:50",2,134.91,132.66,-269.82,-1,270.82,0,-4.5,O
Trades,SubTotal,,Stocks,USD,NBIX,,12,,,-1737.335,-8.000972,1736.835132,-8.50084,3.375,
Trades,Data,Order,Stocks,USD,NEE,"2025-09-15, 15:56:54",12,71.5693,71.5,-858.8316,-1.000264,859.831864,0,-0.8316,IA;O
Trades,Data,Order,Stocks,USD,NEE,"2025-10-08, 10:53:41",-2,83.345,84.04,166.69,-1.000376,-143.305311,22.384313,-1.39,C
Trades,Data,Order,Stocks,USD,NEE,"2025-10-09, 09:30:01",-3,84.79,83.71,254.37,-1.000564,-214.957966,38.41147,3.24,C
Trades,Data,Order,Stocks,USD,NEE,"2025-11-13, 12:03:53",3,84.87,83.99,-254.61,-1.000066,255.610066,0,-2.64,O
Trades,Data,Order,Stocks,USD,NEE,"2025-12-15, 09:31:08",13,81.91,81.65,-1064.83,-1,1065.83,0,-3.38,O
Trades,SubTotal,,Stocks,USD,NEE,,23,,,-1757.2116,-5.00127,1823.008653,60.795783,-5.0016,
Trades,Data,Order,Stocks,USD,NKE,"2025-09-08, 09:30:01",8,74.26,74.15,-594.08,-1.000176,595.080176,0,-0.88,O
Trades,Data,Order,Stocks,USD,NKE,"2025-09-08, 09:30:01",8,74.26,74.15,-594.08,-1.000176,595.080176,0,-0.88,O
Trades,Data,Order,Stocks,USD,NKE,"2025-09-09, 11:47:41",-16,73.2807,73.6,1172.4912,-1.003088,-1190.160352,-18.67224,-5.1088,C;IA
Trades,SubTotal,,Stocks,USD,NKE,,0,,,-15.6688,-3.00344,0,-18.67224,-6.8688,
Trades,Data,Order,Stocks,USD,NSC,"2025-09-15, 15:57:45",2,277.01,277.16,-554.02,-1.000044,555.020044,0,0.3,O
Trades,Data,Order,Stocks,USD,NSC,"2025-10-09, 09:30:00",-1,297.53,294.89,297.53,-1.000188,-277.510022,19.01979,2.64,C
Trades,Data,Order,Stocks,USD,NSC,"2025-11-13, 12:04:39",1,285.23,283.53,-285.23,-1.000022,286.230022,0,-1.7,O
Trades,Data,Order,Stocks,USD,NSC,"2025-12-08, 09:49:29",1,295.27,293,-295.27,-1,296.27,0,-2.27,O
Trades,Data,Order,Stocks,USD,NSC,"2025-12-15, 09:32:06",2,297.285,299.49,-594.57,-1,595.57,0,4.41,O
Trades,SubTotal,,Stocks,USD,NSC,,5,,,-1431.56,-5.000254,1455.580044,19.01979,3.38,
Trades,Data,Order,Stocks,USD,NVDA,"2025-09-08, 09:30:01",38,167.57,168.31,-6367.66,-1.000836,6368.660836,0,28.12,O
Trades,Data,Order,Stocks,USD,NVDA,"2025-09-08, 09:30:01",38,167.57,168.31,-6367.66,-1.000836,6368.660836,0,28.12,O
Trades,Data,Order,Stocks,USD,NVDA,"2025-09-08, 10:39:11",-19,170.385,168.31,3237.315,-1.003667,-3184.330418,51.980915,39.425,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-09-15, 15:56:06",-16,177.445,177.75,2839.12,-1.003008,-2681.541405,156.575587,-4.88,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-09-16, 09:55:26",9,176.025,174.88,-1584.225,-1.000198,1585.225198,0,-10.305,O
Trades,Data,Order,Stocks,USD,NVDA,"2025-10-06, 09:51:00",36,186.279,185.54,-6706.044,-1.000792,6707.044792,0,-26.604,IA;O
Trades,Data,Order,Stocks,USD,NVDA,"2025-10-08, 09:56:32",-10,188.335,189.11,1883.35,-1.00188,-1675.963378,206.384742,-7.75,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-10-08, 10:19:27",-10,189,189.11,1890,-1.00188,-1675.963378,213.034742,-1.1,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-10-08, 10:53:05",-28,188.32,189.11,5272.96,-1.005264,-4752.476026,519.47871,-22.12,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-10-09, 09:30:01",-12,192.22,192.57,2306.64,-1.002256,-2215.340264,90.29748,-4.2,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-11-13, 12:03:03",11,185.7993,186.86,-2043.7923,-1.000242,2044.792542,0,11.6677,IA;O
Trades,Data,Order,Stocks,USD,NVDA,"2025-11-14, 09:42:38",50,184.465,190.17,-9223.25,-1.0011,9224.2511,0,285.25,IA;O
Trades,Data,Order,Stocks,USD,NVDA,"2025-11-28, 09:55:48",2,178.33,177,-356.66,-1.000044,357.660044,0,-2.66,O
Trades,Data,Order,Stocks,USD,NVDA,"2025-12-08, 09:48:41",-35,184.205,185.55,6447.175,-1.00581,-6516.988874,-70.819684,-47.075,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-12-15, 09:30:12",26,177.135,176.29,-4605.51,-1,4606.51,0,-21.97,O
Trades,SubTotal,,Stocks,USD,NVDA,,80,,,-13378.2413,-15.027813,14560.201605,1166.932492,243.9187,
Trades,Data,Order,Stocks,USD,NVO,"2025-09-08, 09:30:41",21,54.23,54.28,-1138.83,-1.000462,1139.830462,0,1.05,O
Trades,Data,Order,Stocks,USD,NVO,"2025-09-08, 09:30:41",21,54.23,54.28,-1138.83,-1.000462,1139.830462,0,1.05,O
Trades,Data,Order,Stocks,USD,NVO,"2025-09-15, 15:56:40",-22,55.625,55.62,1223.75,-1.004136,-1194.108103,28.637761,0.11,C
Trades,Data,Order,Stocks,USD,NVO,"2025-09-16, 09:55:38",-1,56.805,57.2,56.805,-0.568238,-54.277641,1.959121,-0.395,C
Trades,Data,Order,Stocks,USD,NVO,"2025-10-08, 10:53:32",-1,59.965,59.61,59.965,-0.599838,-54.277641,5.087521,0.355,C
Trades,Data,Order,Stocks,USD,NVO,"2025-10-09, 09:31:09",-6,58.88,58.68,353.28,-1.001128,-325.665846,26.613026,1.2,C
Trades,Data,Order,Stocks,USD,NVO,"2025-11-13, 12:03:40",10,49.648,49.16,-496.48,-1.00022,497.48022,0,-4.88,O
Trades,Data,Order,Stocks,USD,NVO,"2025-12-15, 09:30:52",25,50.205,50.37,-1255.125,-1,1256.125,0,4.125,O
Trades,SubTotal,,Stocks,USD,NVO,,47,,,-2335.465,-7.174484,2404.936913,62.297429,2.615,
Trades,Data,Order,Stocks,USD,NVS,"2025-09-08, 09:30:01",7,128.44,128.71,-899.08,-1.000154,900.080154,0,1.89,O
Trades,Data,Order,Stocks,USD,NVS,"2025-09-08, 09:30:01",7,128.44,128.71,-899.08,-1.000154,900.080154,0,1.89,O
Trades,Data,Order,Stocks,USD,NVS,"2025-09-15, 15:56:43",-5,123.2909,123.31,616.4545,-1.00094,-642.914396,-27.460836,-0.0955,C;IA
Trades,Data,Order,Stocks,USD,NVS,"2025-10-08, 10:53:34",-1,133.0415,132.31,133.0415,-1.000188,-128.582879,3.458433,0.7315,C;IA
Trades,Data,Order,Stocks,USD,NVS,"2025-10-09, 09:30:01",-3,132.6,131.06,397.8,-1.000564,-385.748637,11.050799,4.62,C
Trades,Data,Order,Stocks,USD,NVS,"2025-11-13, 12:03:44",3,133.72,131.91,-401.16,-1.000066,402.160066,0,-5.43,O
Trades,SubTotal,,Stocks,USD,NVS,,8,,,-1052.024,-6.002066,1045.074462,-12.951604,3.606,
Trades,Data,Order,Stocks,USD,NXPI,"2025-09-15, 15:57:46",1,219.15,219.27,-219.15,-1.000022,220.150022,0,0.12,O
Trades,Data,Order,Stocks,USD,NXPI,"2025-10-06, 09:51:49",1,230.22,231.42,-230.22,-1.000022,231.220022,0,1.2,O
Trades,Data,Order,Stocks,USD,NXPI,"2025-10-08, 10:54:28",-1,223.17,225.64,223.17,-1.000188,-220.150022,2.01979,-2.47,C
Trades,Data,Order,Stocks,USD,NXPI,"2025-11-14, 09:43:26",1,197.72,197.1,-197.72,-1.000022,198.720022,0,-0.62,O
Trades,Data,Order,Stocks,USD,NXPI,"2025-12-15, 09:32:06",1,230.56,231.83,-230.56,-1,231.56,0,1.27,O
Trades,SubTotal,,Stocks,USD,NXPI,,3,,,-654.48,-5.000254,661.500044,2.01979,-0.5,
Trades,Data,Order,Stocks,USD,ORCL,"2025-09-08, 09:31:05",10,239,238.48,-2390,-1.00022,2391.00022,0,-5.2,O
Trades,Data,Order,Stocks,USD,ORCL,"2025-09-08, 09:31:05",10,239,238.48,-2390,-1.00022,2391.00022,0,-5.2,O;P
Trades,Data,Order,Stocks,USD,ORCL,"2025-09-12, 09:31:49",30,306,292.18,-9180,-1.00066,9181.00066,0,-414.6,O;P
Trades,Data,Order,Stocks,USD,ORCL,"2025-09-15, 15:56:21",-39,301.435,302.14,11755.965,-1.007332,-10597.000858,1157.956811,-27.495,C;IM;P
Trades,Data,Order,Stocks,USD,ORCL,"2025-10-08, 10:53:18",1,285.62,288.63,-285.62,-1.000022,286.620022,0,3.01,O
Trades,Data,Order,Stocks,USD,ORCL,"2025-10-09, 09:31:32",-4,290.1,296.96,1160.4,-1.000752,-1224.000088,-64.60084,-27.44,C
Trades,Data,Order,Stocks,USD,ORCL,"2025-11-04, 10:40:21",100,253.36677,248.17,-25336.677,-1.0022,25337.6792,0,-519.677,IM;O;P
Trades,Data,Order,Stocks,USD,ORCL,"2025-11-05, 11:24:02",-100,249.196,250.31,24919.6,-1.0188,-25739.3392,-820.758,-111.4,C;P
Trades,Data,Order,Stocks,USD,ORCL,"2025-11-13, 12:03:19",8,218.43,217.57,-1747.44,-1.000176,1748.440176,0,-6.88,O
Trades,Data,Order,Stocks,USD,ORCL,"2025-12-15, 09:30:45",22,187.8,184.92,-4131.6,-1,4132.6,0,-63.36,O
Trades,SubTotal,,Stocks,USD,ORCL,,38,,,-7625.372,-10.030382,7908.000352,272.597971,-1178.242,
Trades,Data,Order,Stocks,USD,ORLY,"2025-09-08, 09:30:01",3,104.99,106.4,-314.97,-1.000066,315.970066,0,4.23,O
Trades,Data,Order,Stocks,USD,ORLY,"2025-09-08, 09:30:01",3,104.99,106.4,-314.97,-1.000066,315.970066,0,4.23,O
Trades,Data,Order,Stocks,USD,ORLY,"2025-09-16, 09:39:53",-6,106.89,105.39,641.34,-1.001128,-631.940132,8.39874,9,C
Trades,SubTotal,,Stocks,USD,ORLY,,0,,,11.4,-3.00126,0,8.39874,17.46,
Trades,Data,Order,Stocks,USD,PANW,"2025-09-08, 09:30:00",6,195.01,197.38,-1170.06,-1.000132,1171.060132,0,14.22,O
Trades,Data,Order,Stocks,USD,PANW,"2025-09-08, 09:30:00",6,195.01,197.38,-1170.06,-1.000132,1171.060132,0,14.22,O
Trades,Data,Order,Stocks,USD,PANW,"2025-09-15, 15:58:02",-9,201.1212,201.28,1810.0908,-1.001692,-1756.590198,52.49891,-1.4292,C;IA
Trades,Data,Order,Stocks,USD,PANW,"2025-10-06, 09:51:59",1,212.2458,212.58,-212.2458,-1.000022,213.245822,0,0.3342,IA;O
Trades,Data,Order,Stocks,USD,PANW,"2025-10-08, 10:54:42",-1,215,217.79,215,-1.000188,-195.176689,18.823123,-2.79,C
Trades,Data,Order,Stocks,USD,PANW,"2025-10-09, 09:30:00",-1,217,215.17,217,-1.000188,-195.176689,20.823123,1.83,C
Trades,Data,Order,Stocks,USD,PANW,"2025-11-13, 12:04:52",1,205.76,204.77,-205.76,-1.000022,206.760022,0,-0.99,O
Trades,Data,Order,Stocks,USD,PANW,"2025-11-14, 09:43:37",1,202.395,205.25,-202.395,-1.000022,203.395022,0,2.855,O
Trades,Data,Order,Stocks,USD,PANW,"2025-11-28, 09:56:22",1,189.94,190.13,-189.94,-1.000022,190.940022,0,0.19,O
Trades,Data,Order,Stocks,USD,PANW,"2025-12-15, 09:32:22",3,190.73,185.88,-572.19,-1,573.19,0,-14.55,O
Trades,SubTotal,,Stocks,USD,PANW,,8,,,-1480.56,-10.00242,1582.707576,92.145156,13.89,
Trades,Data,Order,Stocks,USD,PCAR,"2025-09-08, 09:30:00",3,98.94,98.25,-296.82,-1.000066,297.820066,0,-2.07,O
Trades,Data,Order,Stocks,USD,PCAR,"2025-09-08, 09:30:00",3,98.94,98.25,-296.82,-1.000066,297.820066,0,-2.07,O
Trades,Data,Order,Stocks,USD,PCAR,"2025-09-16, 09:39:55",-6,102.41,102.86,614.46,-1.001128,-595.640132,17.81874,-2.7,C
Trades,SubTotal,,Stocks,USD,PCAR,,0,,,20.82,-3.00126,0,17.81874,-6.84,
Trades,Data,Order,Stocks,USD,PDD,"2025-09-08, 09:30:00",6,125.5,125.03,-753,-1.000132,754.000132,0,-2.82,O
Trades,Data,Order,Stocks,USD,PDD,"2025-09-08, 09:30:00",6,125.5,125.03,-753,-1.000132,754.000132,0,-2.82,O
Trades,Data,Order,Stocks,USD,PDD,"2025-09-15, 15:57:24",-1,127.39,127.39,127.39,-1.000188,-125.666689,0.723123,0,C
Trades,Data,Order,Stocks,USD,PDD,"2025-10-06, 09:51:38",4,133.54,134.33,-534.16,-1.000088,535.160088,0,3.16,O
Trades,Data,Order,Stocks,USD,PDD,"2025-10-08, 10:54:13",-4,133.898,133.77,535.592,-1.000752,-502.666754,31.924494,0.512,C
Trades,Data,Order,Stocks,USD,PDD,"2025-10-09, 09:30:00",-4,132.94,131.25,531.76,-1.000752,-502.666755,28.092493,6.76,C
Trades,Data,Order,Stocks,USD,PDD,"2025-11-13, 12:04:18",4,134.8978,134.47,-539.5912,-1.000088,540.591288,0,-1.7112,IA;O
Trades,Data,Order,Stocks,USD,PDD,"2025-11-14, 09:43:15",4,132.146,130.95,-528.584,-1.000088,529.584088,0,-4.784,IA;O
Trades,Data,Order,Stocks,USD,PDD,"2025-11-28, 09:56:15",2,116.47,116.08,-232.94,-1.000044,233.940044,0,-0.78,O;P
Trades,Data,Order,Stocks,USD,PDD,"2025-12-08, 09:49:16",1,117.31,117.62,-117.31,-1,118.31,0,0.31,O
Trades,Data,Order,Stocks,USD,PDD,"2025-12-15, 09:31:40",10,111.735,110.4,-1117.35,-1,1118.35,0,-13.35,O
Trades,Data,Order,Stocks,USD,PDD,"2026-01-12, 09:40:41",-2,120.8,118.73,241.6,-1.00039,-251.333377,-10.733767,4.14,C
Trades,SubTotal,,Stocks,USD,PDD,,26,,,-3139.5932,-12.002654,3201.602197,50.006343,-11.3832,
Trades,Data,Order,Stocks,USD,PEP,"2025-09-15, 15:56:57",6,140.649,140.64,-843.894,-1.000132,844.894132,0,-0.054,IA;O
Trades,Data,Order,Stocks,USD,PEP,"2025-10-06, 09:51:25",2,139.425,139.7,-278.85,-1.000044,279.850044,0,0.55,O
Trades,Data,Order,Stocks,USD,PEP,"2025-10-08, 10:53:44",-2,139.432,138.84,278.864,-1.000376,-281.631377,-3.767753,1.184,C;IA
Trades,Data,Order,Stocks,USD,PEP,"2025-10-09, 09:30:00",-2,140.46,144.71,280.92,-1.000376,-281.631377,-1.711753,-8.5,C
Trades,Data,Order,Stocks,USD,PEP,"2025-11-13, 12:03:55",2,145.65,145.02,-291.3,-1.000044,292.300044,0,-1.26,O
Trades,Data,Order,Stocks,USD,PEP,"2025-11-14, 09:43:02",2,145.1,145.85,-290.2,-1.000044,291.200044,0,1.5,O
Trades,Data,Order,Stocks,USD,PEP,"2025-11-28, 09:56:03",-1,148.0512,148.74,148.0512,-1.000188,-140.815688,6.235323,-0.6888,C;IA
Trades,Data,Order,Stocks,USD,PEP,"2025-12-08, 09:49:00",1,145.77,145.63,-145.77,-1,146.77,0,-0.14,O
Trades,Data,Order,Stocks,USD,PEP,"2025-12-15, 09:31:11",4,151.18,151.22,-604.72,-1,605.72,0,0.16,O
Trades,Data,Order,Stocks,USD,PEP,"2026-01-12, 09:40:29",1,139.115,141.36,-139.115,-1,140.115,0,2.245,O
Trades,SubTotal,,Stocks,USD,PEP,,13,,,-1886.0138,-10.001204,1896.770822,0.755817,-5.0038,
Trades,Data,Order,Stocks,USD,PFE,"2025-09-15, 15:57:00",62,23.975,23.97,-1486.45,-1.001364,1487.451364,0,-0.31,O
Trades,Data,Order,Stocks,USD,PFE,"2025-10-08, 10:53:45",-5,26.2107,25.68,131.0535,-1.00094,-119.955755,10.096805,2.6535,C;IA
Trades,Data,Order,Stocks,USD,PFE,"2025-10-09, 09:30:10",-19,25.76,25.24,489.44,-1.003572,-455.83187,32.604558,9.88,C
Trades,Data,Order,Stocks,USD,PFE,"2025-11-13, 12:03:56",19,26.2693,25.79,-499.1167,-1.000418,500.117118,0,-9.1067,IA;O
Trades,Data,Order,Stocks,USD,PFE,"2025-12-15, 09:32:46",64,25.83,26.43,-1653.12,-1,1654.12,0,38.4,O
Trades,SubTotal,,Stocks,USD,PFE,,121,,,-3018.1932,-5.006294,3065.900857,42.701363,41.5168,
Trades,Data,Order,Stocks,USD,PG,"2025-09-08, 09:30:01",6,159.46,159.01,-956.76,-1.000132,957.760132,0,-2.7,O;P
Trades,Data,Order,Stocks,USD,PG,"2025-09-08, 09:30:01",6,159.46,159.01,-956.76,-1.000132,957.760132,0,-2.7,O
Trades,Data,Order,Stocks,USD,PG,"2025-09-15, 15:56:29",-4,156.885,156.83,627.54,-1.000752,-638.840088,-12.30084,0.22,C
Trades,Data,Order,Stocks,USD,PG,"2025-10-09, 09:30:01",-3,150.74,150.58,452.22,-1.000564,-478.546733,-27.327297,0.48,C
Trades,Data,Order,Stocks,USD,PG,"2025-11-13, 12:03:28",3,148.11,147.96,-444.33,-1.000066,445.330066,0,-0.45,O
Trades,Data,Order,Stocks,USD,PG,"2025-12-15, 09:30:40",10,143.74,145.13,-1437.4,-1,1438.4,0,13.9,O
Trades,SubTotal,,Stocks,USD,PG,,18,,,-2715.49,-6.001646,2681.863509,-39.628137,8.75,
Trades,Data,Order,Stocks,USD,PLTR,"2025-09-08, 09:30:01",10,155.04,156.1,-1550.4,-1.00022,1551.40022,0,10.6,O
Trades,Data,Order,Stocks,USD,PLTR,"2025-09-08, 09:30:01",10,155.04,156.1,-1550.4,-1.00022,1551.40022,0,10.6,O
Trades,Data,Order,Stocks,USD,PLTR,"2025-09-09, 09:55:49",-10,158.045,162.36,1580.45,-1.00193,-1551.40022,28.04785,-43.15,C
Trades,Data,Order,Stocks,USD,PLTR,"2025-09-15, 15:56:36",-4,171.145,171.21,684.58,-1.000752,-620.560088,63.01916,-0.26,C;IA
Trades,Data,Order,Stocks,USD,PLTR,"2025-10-06, 09:51:18",2,180.61,179.53,-361.22,-1.000044,362.220044,0,-2.16,IA;O
Trades,Data,Order,Stocks,USD,PLTR,"2025-10-08, 10:53:28",-2,181.76,183.56,363.52,-1.000376,-310.280044,52.23958,-3.6,C
Trades,Data,Order,Stocks,USD,PLTR,"2025-10-09, 09:30:01",-2,183.56,185.47,367.12,-1.000376,-310.280044,55.83958,-3.82,C
Trades,Data,Order,Stocks,USD,PLTR,"2025-11-13, 12:03:36",2,174.905,172.14,-349.81,-1.000044,350.810044,0,-5.53,IA;O
Trades,Data,Order,Stocks,USD,PLTR,"2025-11-14, 09:42:55",3,168.44,174.01,-505.32,-1.000066,506.320066,0,16.71,O
Trades,Data,Order,Stocks,USD,PLTR,"2025-12-15, 09:30:48",4,185.51,183.25,-742.04,-1,743.04,0,-9.04,O
Trades,Data,Order,Stocks,USD,PLTR,"2026-01-12, 09:40:24",1,180.57,179.41,-180.57,-1,181.57,0,-1.16,O
Trades,SubTotal,,Stocks,USD,PLTR,,14,,,-2244.09,-11.004028,2454.240198,199.14617,-30.81,
Trades,Data,Order,Stocks,USD,PPG,"2025-09-15, 15:57:48",6,109.466,109.45,-656.796,-1.000132,657.796132,0,-0.096,O
